"POBREZA","INTERNET","NIVEL_EDU","MAL_CRONICO","TIPO_EMPLEO","UBIGEO"
"0","1","4","1","0","130103"
"1","1","1","0","0","130103"
"0","1","4","0","1","130103"
"0","1","3","0","1","130102"
"1","1","1","0","1","130102"
"0","1","4","1","1","130102"
"0","0","3","0","0","130102"
"1","0","2","0","1","130102"
"0","0","3","1","1","130102"
"0","0","3","1","1","130102"
"0","1","4","1","0","130102"
"1","1","3","1","0","130102"
"0","1","6","1","0","130102"
"0","1","1","0","0","130102"
"0","1","4","1","1","130102"
"0","0","3","0","0","130105"
"1","0","3","0","1","130105"
"0","1","5","0","1","130105"
"0","0","4","0","1","130105"
"0","0","5","0","0","130105"
"0","0","5","0","1","130105"
"0","1","5","1","1","130704"
"0","0","4","0","0","130704"
"0","1","5","0","0","130704"
"0","1","4","0","0","130704"
"0","0","4","0","0","130704"
"1","0","3","0","0","130704"
"0","1","5","1","0","130109"
"0","1","4","1","0","130109"
"0","1","4","1","0","130109"
"0","1","6","0","1","130109"
"0","1","3","1","0","130109"
"1","0","3","0","1","130205"
"0","1","4","0","0","130205"
"0","1","3","1","0","130205"
"0","0","4","1","0","130205"
"0","1","3","0","0","130205"
"0","1","3","0","0","130205"
"0","0","3","1","0","130107"
"1","0","4","0","1","130107"
"0","1","4","1","1","130107"
"0","1","3","1","0","130107"
"0","0","4","1","1","130107"
"1","1","4","0","1","130107"
"0","1","5","1","0","130702"
"0","1","4","1","1","130702"
"0","0","3","1","1","130702"
"0","0","4","0","1","130702"
"1","1","3","0","0","130702"
"0","1","3","1","0","130702"
"1","0","3","1","0","131201"
"0","1","3","0","1","131201"
"0","1","4","0","1","131201"
"0","0","1","1","1","131201"
"0","0","3","1","1","131201"
"1","0","1","0","0","131201"
"0","1","3","1","1","130104"
"0","1","6","1","1","130104"
"0","0","4","1","0","130104"
"0","1","3","1","1","130104"
"0","1","4","1","1","130104"
"0","0","3","0","1","130104"
"0","1","4","0","1","130403"
"0","1","4","1","0","130403"
"0","1","1","0","1","130403"
"0","0","3","1","0","130403"
"0","0","3","0","0","130403"
"0","1","3","0","0","130403"
"1","0","3","1","0","130702"
"0","0","3","0","0","130702"
"0","0","3","1","0","130702"
"1","0","3","1","0","130702"
"1","0","1","0","0","130702"
"1","1","3","0","1","130702"
"0","1","6","0","1","130104"
"0","1","5","0","0","130104"
"0","0","3","1","0","130104"
"0","0","4","1","1","130104"
"0","1","3","1","0","130104"
"0","1","2","0","0","130104"
"0","0","3","0","1","130402"
"0","0","3","0","1","130402"
"0","0","3","1","0","130402"
"0","1","5","0","1","130402"
"0","0","1","0","0","130402"
"1","0","4","0","0","130402"
"0","0","4","0","1","130402"
"1","0","4","0","0","130402"
"0","0","1","0","0","130402"
"0","0","3","0","0","130104"
"0","1","4","0","1","130104"
"0","1","3","0","1","130104"
"0","1","3","0","0","130104"
"1","0","3","0","1","130104"
"0","1","2","0","0","130702"
"0","1","3","1","0","130702"
"1","0","1","0","0","130702"
"0","1","4","0","1","130702"
"0","1","4","1","1","130702"
"1","0","4","0","1","130702"
"0","1","6","0","1","130106"
"0","1","4","0","0","130106"
"0","1","6","1","1","130106"
"0","1","3","0","1","130106"
"0","0","1","1","0","130106"
"0","0","3","1","0","130106"
"0","0","5","0","1","130701"
"0","1","6","1","1","130701"
"0","0","3","1","1","130701"
"0","0","3","0","1","130701"
"0","1","6","0","0","130701"
"0","0","4","0","0","130701"
"0","0","1","1","0","130208"
"0","1","4","1","0","130208"
"0","1","4","1","0","130208"
"0","0","4","0","0","130208"
"0","1","4","0","0","130208"
"0","0","4","1","1","130208"
"0","1","5","1","1","130106"
"0","1","3","0","1","130106"
"0","1","3","1","1","130106"
"0","1","4","0","1","130106"
"0","1","3","0","0","130106"
"0","0","3","1","0","130702"
"0","1","3","1","1","130702"
"0","1","4","1","0","130702"
"0","0","4","0","1","130702"
"0","0","3","0","0","130702"
"0","1","4","1","1","130702"
"0","0","5","0","0","131201"
"0","0","3","0","1","131201"
"0","0","1","1","0","131201"
"0","1","5","0","1","131201"
"0","0","3","0","1","131201"
"1","0","1","0","0","131201"
"0","1","3","1","1","130401"
"1","1","4","0","1","130401"
"0","0","3","1","0","130401"
"0","1","3","1","1","130401"
"0","0","3","1","0","130401"
"0","0","4","0","1","130401"
"0","1","4","0","1","130206"
"1","0","3","0","1","130206"
"1","0","3","0","1","130206"
"0","1","4","0","1","130206"
"0","1","3","1","0","130206"
"0","0","4","0","0","130206"
"1","0","3","0","0","130109"
"1","0","3","0","0","130109"
"0","1","3","0","0","130109"
"0","1","4","0","1","130109"
"0","1","4","1","1","130109"
"0","0","1","0","0","130109"
"1","1","4","0","0","130205"
"0","0","3","1","0","130205"
"1","0","4","0","1","130205"
"1","0","4","0","0","130205"
"0","1","4","1","0","130205"
"0","1","6","1","0","130205"
"0","1","4","1","1","131202"
"0","1","4","0","0","131202"
"1","0","3","0","0","131202"
"0","0","4","0","0","131202"
"0","1","3","0","1","131202"
"1","0","3","0","0","131202"
"0","1","5","1","0","130704"
"0","1","4","0","0","130704"
"0","0","3","0","1","130704"
"0","1","4","1","0","130704"
"0","0","3","0","0","130704"
"0","1","5","0","0","130704"
"1","0","1","0","1","130704"
"0","1","3","0","0","130401"
"0","0","4","0","1","130401"
"0","1","5","0","0","130401"
"0","1","5","0","1","130401"
"0","1","4","0","1","130401"
"0","0","1","1","0","130401"
"0","1","4","0","0","130208"
"0","1","3","1","1","130208"
"0","0","3","0","1","130208"
"0","1","3","0","1","130208"
"1","0","3","0","0","130208"
"0","1","3","1","0","130208"
"0","1","3","1","0","130107"
"0","1","3","0","1","130107"
"0","0","3","1","0","130107"
"0","1","6","1","0","130107"
"0","1","3","0","0","130107"
"0","1","3","0","0","130107"
"0","1","4","0","0","130705"
"0","1","4","0","0","130705"
"1","1","3","0","1","130705"
"0","0","6","1","0","130705"
"1","1","4","0","1","130705"
"0","0","4","0","0","130705"
"0","0","4","0","1","130205"
"0","0","1","1","1","130205"
"0","1","5","1","0","130205"
"1","0","3","0","1","130205"
"0","0","4","1","1","130205"
"0","0","3","0","1","130205"
"0","1","4","0","1","131202"
"1","1","3","1","1","131202"
"0","1","4","0","0","131202"
"0","1","3","1","1","131202"
"0","0","3","0","0","131202"
"1","1","3","0","1","131202"
"1","0","3","1","1","130704"
"0","0","5","1","0","130704"
"0","0","3","1","0","130704"
"0","1","4","0","0","130704"
"0","1","3","1","0","130106"
"0","1","4","1","0","130106"
"0","1","6","1","1","130106"
"0","1","4","0","0","130106"
"1","1","1","1","1","130106"
"0","1","5","1","0","130106"
"0","0","3","0","0","130704"
"0","1","4","0","0","130704"
"0","1","4","0","0","130704"
"0","1","4","0","0","130704"
"0","1","5","0","1","130704"
"1","1","4","0","0","130207"
"0","1","4","0","0","130207"
"0","0","6","1","0","130207"
"0","1","6","0","1","130207"
"1","0","3","0","1","130207"
"1","0","3","1","0","130104"
"1","1","4","0","0","130104"
"0","0","3","0","0","130104"
"0","1","4","0","0","130104"
"0","1","1","1","1","130104"
"0","0","4","0","0","130104"
"0","1","4","0","1","130401"
"1","0","3","0","0","130401"
"0","0","3","0","0","130401"
"0","1","3","0","0","130401"
"1","1","3","0","0","130401"
"0","0","4","0","0","131101"
"0","1","2","0","0","131101"
"1","0","1","0","0","131101"
"0","1","4","0","0","131101"
"0","0","4","1","0","131101"
"0","0","4","0","0","131101"
"0","0","3","0","1","130206"
"0","0","3","1","0","130206"
"0","1","4","1","1","130206"
"0","1","5","1","0","130206"
"0","1","6","1","0","130206"
"0","0","4","0","0","130702"
"0","1","3","1","1","130702"
"0","1","4","1","0","130702"
"0","0","3","1","0","130702"
"0","0","3","1","0","130702"
"0","1","3","0","0","130202"
"0","0","4","1","1","130202"
"0","1","4","0","1","130202"
"0","0","3","1","0","130202"
"0","0","4","1","1","130202"
"0","0","4","0","0","130202"
"1","0","4","1","0","130202"
"0","0","3","0","1","131201"
"0","1","3","1","1","131201"
"0","1","4","0","1","131201"
"0","1","4","0","0","131201"
"0","0","6","0","1","131201"
"0","0","1","0","1","131201"
"0","1","2","0","1","130208"
"0","0","4","0","1","130208"
"1","1","4","1","1","130208"
"1","0","3","0","1","130208"
"1","0","4","1","1","130208"
"0","1","4","0","1","131202"
"1","1","3","0","0","131202"
"1","1","3","0","1","131202"
"1","0","3","0","0","131202"
"1","1","3","0","1","131202"
"0","0","3","0","1","131202"
"0","1","5","1","1","130202"
"1","0","3","0","0","130202"
"0","0","3","1","0","130202"
"0","1","4","0","1","130202"
"0","1","6","0","0","130202"
"0","1","5","0","1","130702"
"1","0","3","0","0","130702"
"1","1","4","1","1","130702"
"0","1","1","0","0","130702"
"1","0","4","0","0","130702"
"0","0","4","0","0","130702"
"1","1","4","0","0","130104"
"0","1","4","1","0","130104"
"0","1","4","1","0","130104"
"0","0","4","0","0","130104"
"0","0","3","0","0","130104"
"0","1","4","1","0","130104"
"0","1","4","0","0","131201"
"1","0","1","0","1","131201"
"0","0","4","1","0","131201"
"0","1","4","0","1","131201"
"1","1","1","1","0","131201"
"0","1","3","0","0","131201"
"1","1","4","0","1","130402"
"0","0","4","0","1","130402"
"1","0","3","0","0","130402"
"1","0","5","0","1","130402"
"1","0","1","0","0","130402"
"0","1","4","0","1","130402"
"1","1","2","0","0","130207"
"1","0","4","1","0","130207"
"1","1","4","0","0","130207"
"1","0","1","1","0","130207"
"1","0","4","1","1","130207"
"0","0","1","0","0","130207"
"0","1","6","1","0","130104"
"0","0","4","0","0","130104"
"0","1","6","1","0","130104"
"0","1","6","0","0","130104"
"0","1","6","0","1","130104"
"0","1","4","1","1","130104"
"0","1","4","0","0","130104"
"0","1","6","1","1","130104"
"0","1","6","0","1","130104"
"0","0","6","1","0","130104"
"0","0","3","0","1","130704"
"0","1","3","1","0","130704"
"0","1","3","0","1","130704"
"0","0","3","1","0","130704"
"0","1","4","1","0","130704"
"0","0","3","1","0","130704"
"0","1","4","1","1","130104"
"1","0","4","0","1","130104"
"0","1","3","0","0","130104"
"1","1","1","0","0","130104"
"0","1","4","1","1","130104"
"0","1","4","1","0","130104"
"0","1","4","0","1","130402"
"0","0","4","0","0","130402"
"0","0","4","1","1","130402"
"0","1","4","1","1","130402"
"1","0","3","0","0","130402"
"0","0","3","0","0","130402"
"0","1","6","1","0","130107"
"0","1","4","0","0","130107"
"0","1","5","1","0","130107"
"1","1","5","1","0","130107"
"0","1","4","0","1","130107"
"1","0","3","0","1","130107"
"0","0","3","0","0","130401"
"0","0","4","0","0","130401"
"0","0","3","1","0","130401"
"0","1","5","1","1","130401"
"0","0","4","0","0","130401"
"0","0","4","0","0","130106"
"0","1","3","1","0","130106"
"0","1","6","1","1","130106"
"0","1","2","0","0","130106"
"0","0","4","1","0","130106"
"0","0","3","0","0","130401"
"0","1","3","1","1","130401"
"0","1","4","1","0","130401"
"0","1","5","1","1","130401"
"0","1","2","0","0","130401"
"1","0","3","0","1","130705"
"0","0","3","1","1","130705"
"0","1","3","1","0","130705"
"0","0","3","1","0","130705"
"0","1","3","1","1","130705"
"0","0","3","1","0","130705"
"0","1","4","1","0","130104"
"0","0","4","0","1","130104"
"0","0","4","0","1","130104"
"0","1","3","1","0","130104"
"0","0","4","0","0","130104"
"0","1","5","0","1","130104"
"0","0","3","0","1","130104"
"0","1","3","0","0","130104"
"0","1","4","0","1","130104"
"0","1","3","0","0","130104"
"0","0","4","1","1","130104"
"0","0","3","0","0","130104"
"0","0","1","1","0","130614"
"0","1","3","1","0","130614"
"0","0","3","1","0","130614"
"0","0","4","1","1","130614"
"0","1","4","0","1","130614"
"0","0","1","0","0","130614"
"0","0","3","0","0","130601"
"0","1","3","1","1","130601"
"0","0","3","0","1","130601"
"0","0","3","0","1","130601"
"1","0","4","0","0","130601"
"0","1","3","0","0","130601"
"0","0","4","0","0","130601"
"0","0","3","0","0","130901"
"0","1","3","0","1","130901"
"1","1","3","0","0","130901"
"0","1","1","1","0","130901"
"0","1","4","0","0","130901"
"0","0","1","0","0","130901"
"1","0","3","0","1","130901"
"0","0","1","0","0","131001"
"0","0","4","0","0","131001"
"1","1","3","0","0","131001"
"1","0","3","0","0","131001"
"0","1","6","1","1","131001"
"0","0","3","1","0","131001"
"0","0","4","0","1","130809"
"0","0","3","0","0","130809"
"0","0","3","0","0","130809"
"1","0","1","1","0","130809"
"0","1","4","1","0","130809"
"0","1","4","0","1","130809"
"0","1","4","0","0","130808"
"1","1","1","0","0","130808"
"0","0","4","0","1","130808"
"0","0","5","1","1","130808"
"0","1","3","0","1","130808"
"0","1","1","0","0","130808"
"0","1","4","0","0","130901"
"1","1","1","0","0","130901"
"0","1","6","0","0","130901"
"0","1","3","0","1","130901"
"0","0","3","0","1","130901"
"0","1","4","0","0","130901"
"0","1","6","1","1","130901"
"0","1","6","1","0","130901"
"0","0","4","1","0","130901"
"0","1","3","1","1","130901"
"0","1","3","0","0","130901"
"0","0","3","0","0","130901"
"1","0","1","0","0","130901"
"0","1","1","0","0","130901"
"0","1","4","1","1","130901"
"0","1","3","1","1","130901"
"0","1","4","0","0","131006"
"0","0","4","0","0","131006"
"0","0","3","0","0","131006"
"0","0","3","0","1","131006"
"0","0","1","1","0","131006"
"0","1","3","0","1","131001"
"1","0","3","0","0","131001"
"0","1","3","1","0","131001"
"0","0","4","1","0","131001"
"0","0","3","1","0","131001"
"1","0","3","1","0","131001"
"0","0","3","0","0","130901"
"0","0","3","0","0","130901"
"0","1","4","1","1","130901"
"1","0","1","1","0","130901"
"0","0","1","1","0","130901"
"0","0","3","1","0","130901"
"0","1","2","0","0","130501"
"0","0","6","1","0","130501"
"0","0","1","0","0","130501"
"0","0","3","0","0","130501"
"1","0","3","0","1","130501"
"0","1","6","1","1","130501"
"0","0","4","0","0","130803"
"0","1","4","0","0","130803"
"1","1","1","0","0","130803"
"0","1","4","0","1","130803"
"0","1","6","0","1","130803"
"1","0","3","0","0","130803"
"0","1","4","0","0","130107"
"0","1","3","0","0","130107"
"0","1","3","0","1","130107"
"0","1","3","0","1","130107"
"0","1","6","1","0","130107"
"0","1","3","1","1","130107"
"0","1","6","0","1","130107"
"1","0","3","0","1","130107"
"0","1","4","1","0","130205"
"0","1","3","0","0","130205"
"0","0","1","1","0","130205"
"0","0","3","1","0","130205"
"0","0","3","1","0","130205"
"0","0","3","0","0","130205"
"0","1","3","0","0","130205"
"0","1","4","0","0","130205"
"0","0","3","1","0","131103"
"0","1","4","0","0","131103"
"1","0","1","1","0","131103"
"1","0","4","1","0","131103"
"0","0","3","0","0","131103"
"1","0","4","0","0","131103"
"1","0","1","1","0","131103"
"0","0","4","0","0","131103"
"1","0","4","0","0","131202"
"1","0","3","1","0","131202"
"0","1","3","1","0","131202"
"1","0","1","1","0","131202"
"0","1","3","0","1","131202"
"1","0","3","1","0","131202"
"1","0","1","0","1","131202"
"1","1","3","0","1","131202"
"0","1","2","0","0","130401"
"1","1","4","0","1","130401"
"1","0","3","0","0","130401"
"1","0","3","0","0","130401"
"0","1","4","0","0","130401"
"1","0","3","0","1","130401"
"1","1","3","0","1","130401"
"0","1","4","0","1","130401"
"0","1","3","1","1","130206"
"0","1","3","1","1","130206"
"0","1","3","0","0","130206"
"0","1","4","1","0","130206"
"0","1","3","1","0","130206"
"0","1","4","1","0","130206"
"0","0","1","1","1","130206"
"0","0","3","0","1","130702"
"1","0","3","1","0","130702"
"0","0","1","1","1","130702"
"1","1","5","0","0","130702"
"0","0","4","0","1","130702"
"0","0","3","0","0","130702"
"0","1","3","0","0","130702"
"1","0","1","1","0","130702"
"1","0","3","0","1","130107"
"0","1","4","1","0","130107"
"1","0","1","1","0","130107"
"1","1","1","0","0","130107"
"0","1","2","0","0","130107"
"0","1","4","0","1","130107"
"1","0","3","0","0","130107"
"0","0","1","1","0","130107"
"0","1","4","0","0","130106"
"0","1","4","1","0","130106"
"0","0","3","0","1","130106"
"0","1","4","0","0","130106"
"0","1","3","1","0","130106"
"1","1","1","0","0","130106"
"0","0","3","0","0","130106"
"0","0","3","0","0","130106"
"1","0","1","0","0","130614"
"0","1","4","0","1","130614"
"0","0","3","1","0","130614"
"0","1","3","0","0","130614"
"1","0","3","0","0","130614"
"0","0","3","0","0","130614"
"0","0","3","0","0","130614"
"1","1","3","0","0","130614"
"0","1","3","0","0","130902"
"0","0","3","0","0","130902"
"0","0","1","1","0","130902"
"1","0","3","0","0","130902"
"1","0","1","0","0","130902"
"0","0","1","1","0","130902"
"1","0","3","0","0","130902"
"0","0","3","0","0","130902"
"1","0","3","0","0","130605"
"0","0","3","0","0","130605"
"1","0","3","1","0","130605"
"0","0","3","0","0","130605"
"1","0","3","0","0","130605"
"1","0","3","0","0","130605"
"1","0","3","0","0","130605"
"1","0","3","0","0","130605"
"0","0","4","0","1","131104"
"0","0","4","0","1","131104"
"1","0","3","0","0","131104"
"0","0","4","1","0","131104"
"0","0","3","0","0","131104"
"0","0","4","1","0","131104"
"0","0","1","0","0","131104"
"0","0","3","1","0","130602"
"0","0","3","1","0","130602"
"0","0","3","1","0","130602"
"0","0","3","0","0","130602"
"1","0","2","0","0","130602"
"0","0","1","0","0","130602"
"1","0","3","0","0","130602"
"0","1","3","1","0","130602"
"0","0","1","1","0","130808"
"1","0","3","1","0","130808"
"1","0","3","0","0","130808"
"0","0","1","0","0","130808"
"0","0","1","1","0","130808"
"0","0","3","1","0","130808"
"0","0","3","1","0","130808"
"0","0","1","1","0","130808"
"1","0","3","1","0","130614"
"1","0","3","1","0","130614"
"0","0","3","1","0","130614"
"1","0","1","1","0","130614"
"0","0","3","1","0","130614"
"0","0","3","1","0","130614"
"0","0","3","1","0","130614"
"0","0","3","1","0","130614"
"0","0","3","0","1","130908"
"1","0","2","0","0","130908"
"1","0","3","0","0","130908"
"0","0","3","0","0","130908"
"0","0","3","0","0","130908"
"1","0","1","1","0","130908"
"1","0","3","0","0","130908"
"1","0","3","1","0","130908"
"1","0","1","1","0","130908"
"1","0","3","1","0","130611"
"0","1","4","0","0","130611"
"0","0","3","1","0","130611"
"1","0","4","0","0","130611"
"0","1","3","0","0","130611"
"0","0","3","0","0","130611"
"0","0","1","1","0","130611"
"0","0","1","1","0","130611"
"0","0","3","0","0","130601"
"0","0","3","0","0","130601"
"1","0","3","0","0","130601"
"0","1","3","0","0","130601"
"0","0","3","0","0","130601"
"0","1","3","1","0","130601"
"0","0","1","1","0","130601"
"1","0","3","0","0","130601"
"0","0","4","0","0","130809"
"0","1","4","0","0","130809"
"0","0","3","0","0","130809"
"0","0","1","0","0","130809"
"1","0","3","0","0","130809"
"1","1","3","0","0","130809"
"0","0","3","0","0","130809"
"0","0","4","0","0","130303"
"1","0","4","0","0","130303"
"1","0","3","0","0","130303"
"1","0","1","1","0","130303"
"1","0","3","0","0","130303"
"1","0","3","1","0","130303"
"1","0","1","0","0","130303"
"1","0","1","0","0","130303"
"1","0","2","0","0","130305"
"1","0","3","0","0","130305"
"0","0","2","0","0","130305"
"0","0","4","0","0","130305"
"0","0","3","0","0","130305"
"0","0","3","1","0","130305"
"0","1","4","1","0","130305"
"0","0","3","1","0","130305"
"0","0","3","1","0","130901"
"0","1","4","0","0","130901"
"0","1","3","0","1","130901"
"0","1","4","0","0","130901"
"1","0","3","0","1","130901"
"1","0","1","1","0","130901"
"1","1","4","0","0","130901"
"1","1","4","0","0","130901"
"0","0","3","0","0","131007"
"0","0","3","1","0","131007"
"0","0","3","1","0","131007"
"0","0","1","1","0","131007"
"0","0","3","0","0","131007"
"1","0","4","0","0","131007"
"1","0","1","0","0","131007"
"0","0","3","1","0","131007"
"0","1","1","1","0","130502"
"0","0","3","0","0","130502"
"0","0","3","0","1","130502"
"1","0","4","0","0","130502"
"0","0","4","1","0","130502"
"0","0","2","0","0","130502"
"0","0","3","0","1","130502"
"0","0","3","1","0","130501"
"0","0","3","0","0","130501"
"1","1","4","0","0","130501"
"0","0","4","1","1","130501"
"0","0","1","1","0","130501"
"0","1","3","0","0","130501"
"1","0","1","1","0","130811"
"0","0","1","1","0","130811"
"1","0","3","0","0","130811"
"1","0","3","0","0","130811"
"0","0","3","1","0","130811"
"1","0","3","1","0","130811"
"0","0","3","1","0","130904"
"0","0","3","0","0","130904"
"0","0","1","0","0","130904"
"0","0","1","0","0","130904"
"1","0","1","0","0","130904"
"0","0","4","1","0","130904"
"1","0","3","0","0","130904"
"1","0","3","0","0","130904"
"0","0","1","1","0","130503"
"1","0","3","1","0","130503"
"1","0","1","1","0","130503"
"1","0","3","0","0","130503"
"0","0","3","0","0","130503"
"0","0","1","0","0","130503"
"1","0","1","1","0","130503"
"0","0","3","1","0","130503"
"0","0","1","1","0","130503"
"0","0","3","1","0","130503"
"0","1","3","0","0","130503"
"1","0","3","0","0","130503"
"1","0","3","1","0","130503"
"1","0","4","0","0","130503"
"0","1","3","1","0","130602"
"0","0","3","1","0","130602"
"0","0","3","1","0","130602"
"1","0","3","0","0","130602"
"0","1","3","0","0","130602"
"0","0","3","0","0","130602"
"0","0","1","1","0","130602"
"0","0","3","0","0","130602"
"1","0","3","0","0","130901"
"0","0","4","0","0","130901"
"1","0","1","1","0","130901"
"1","0","3","0","1","130901"
"1","0","4","0","0","130901"
"1","0","3","0","0","130901"
"1","0","3","0","0","130901"
"0","0","3","0","0","130901"
"1","0","3","0","0","131001"
"1","0","3","0","0","131001"
"0","0","1","1","0","131001"
"0","0","1","1","0","131001"
"0","0","3","0","0","131001"
"1","0","3","0","0","131001"
"0","0","3","0","1","131001"
"1","0","4","0","0","131001"
"0","0","5","0","0","130608"
"0","0","3","0","0","130608"
"0","0","2","0","0","130608"
"1","0","3","0","0","130608"
"1","0","4","0","0","130608"
"1","0","3","1","0","130608"
"1","0","3","0","0","130608"
"0","1","3","0","0","130608"
"1","1","4","0","0","130802"
"1","1","4","0","0","130802"
"1","1","3","0","0","130802"
"0","0","3","1","0","130802"
"1","0","3","1","0","130802"
"0","0","1","1","0","130802"
"0","0","1","0","0","130802"
"1","0","3","1","0","130802"
"1","0","4","0","0","130613"
"0","0","3","0","0","130613"
"0","0","3","0","0","130613"
"1","0","3","1","0","130613"
"0","0","3","1","0","130613"
"1","0","3","0","0","130613"
"1","0","4","0","0","130613"
"1","0","3","0","0","130613"
"0","0","3","1","0","130902"
"1","0","3","0","0","130902"
"1","0","4","0","0","130902"
"1","0","3","0","0","130902"
"1","0","4","0","0","130902"
"0","1","2","0","0","130902"
"0","1","3","1","0","130902"
"1","0","3","1","0","130902"
"0","0","3","1","0","130504"
"1","0","3","0","0","130504"
"0","0","3","0","0","130504"
"0","0","3","0","0","130504"
"0","0","3","0","0","130504"
"0","0","4","0","0","130504"
"0","0","4","0","0","130504"
"1","0","4","0","0","130504"
"0","1","4","1","0","140101"
"0","1","6","1","0","140101"
"0","1","4","1","0","140101"
"0","1","6","1","1","140101"
"0","1","4","1","1","140101"
"0","1","3","0","0","140106"
"0","1","2","0","1","140106"
"0","1","2","1","1","140106"
"0","1","3","1","0","140106"
"0","1","6","0","1","140106"
"0","1","6","1","0","140106"
"0","1","4","0","0","140106"
"0","1","2","0","1","140106"
"0","1","5","1","0","140101"
"0","0","2","0","1","140101"
"0","1","4","0","1","140101"
"0","1","4","1","0","140101"
"0","1","4","0","0","140101"
"0","0","3","1","0","140101"
"0","1","3","1","1","140106"
"0","1","5","0","1","140106"
"0","0","4","0","1","140106"
"0","1","5","1","1","140106"
"0","1","3","1","1","140106"
"0","1","4","0","1","140106"
"0","1","4","1","1","140106"
"0","1","4","0","0","140106"
"0","1","4","0","1","140101"
"0","0","4","0","0","140101"
"0","1","4","0","1","140101"
"0","1","3","1","0","140101"
"0","1","4","0","1","140101"
"0","1","5","0","1","140101"
"0","0","4","1","0","140101"
"0","1","4","0","1","140101"
"0","1","2","1","1","140101"
"1","0","4","1","0","140101"
"0","1","3","0","0","140101"
"0","1","1","0","0","140101"
"0","0","3","1","1","140105"
"0","0","3","0","0","140105"
"0","1","6","1","0","140105"
"0","1","3","1","0","140105"
"0","0","5","1","0","140105"
"0","1","4","1","1","140105"
"0","0","3","0","1","140105"
"0","1","6","1","1","140101"
"0","1","6","1","1","140101"
"0","1","6","0","1","140101"
"0","1","4","0","0","140101"
"0","1","4","1","1","140101"
"0","1","4","1","0","140101"
"0","1","4","1","1","140101"
"0","1","4","1","0","140101"
"0","1","4","1","1","140101"
"0","1","2","0","1","140101"
"0","0","3","0","0","140101"
"1","0","4","0","0","140101"
"0","1","4","0","0","140101"
"1","0","4","0","0","140101"
"0","1","4","1","1","140101"
"0","1","5","1","0","140101"
"0","1","6","1","1","140101"
"0","1","4","0","0","140101"
"0","1","5","0","0","140101"
"0","1","6","1","1","140101"
"0","0","4","0","1","140101"
"0","1","4","1","1","140101"
"0","1","2","1","1","140101"
"0","1","4","0","1","140101"
"1","1","4","0","0","140106"
"0","0","3","0","0","140106"
"0","0","3","0","0","140106"
"0","1","6","1","1","140106"
"0","1","4","0","0","140106"
"0","0","3","1","0","140106"
"0","1","4","0","1","140106"
"0","0","3","1","1","140106"
"0","1","4","0","1","140101"
"0","1","2","0","1","140101"
"0","1","6","0","0","140101"
"1","1","5","0","0","140101"
"0","1","4","0","1","140101"
"0","1","4","1","0","140101"
"0","1","4","1","0","140105"
"0","0","1","1","1","140105"
"1","1","4","0","1","140105"
"0","0","3","1","0","140105"
"0","0","4","1","0","140105"
"0","1","4","1","1","140105"
"0","1","1","0","1","140101"
"0","0","4","1","0","140101"
"0","1","1","0","0","140101"
"0","1","4","0","0","140101"
"0","0","1","1","0","140101"
"0","1","2","1","0","140101"
"0","1","5","1","0","140101"
"0","1","6","0","0","140101"
"0","1","5","0","1","140101"
"0","1","6","0","0","140101"
"0","0","4","1","1","140101"
"0","1","6","0","0","140101"
"0","1","4","0","1","140101"
"0","1","4","1","0","140101"
"0","1","6","0","1","140101"
"0","1","5","0","0","140101"
"0","1","6","1","1","140101"
"0","1","1","1","1","140101"
"0","1","6","1","0","140101"
"0","1","6","1","1","140101"
"0","1","4","0","0","140101"
"0","1","4","0","1","140101"
"0","1","4","0","0","140101"
"0","1","4","1","0","140101"
"0","1","3","0","0","140101"
"0","1","6","1","1","140101"
"0","1","5","0","1","140101"
"0","1","3","0","1","140101"
"0","1","4","0","0","140105"
"0","1","4","0","0","140105"
"0","0","3","1","0","140105"
"0","0","1","0","0","140105"
"0","1","4","1","0","140105"
"0","1","4","0","0","140105"
"0","1","1","0","0","140105"
"0","1","4","0","0","140105"
"0","0","4","0","0","140101"
"0","0","4","0","1","140101"
"0","0","4","1","0","140101"
"0","0","4","0","0","140101"
"0","1","4","0","0","140101"
"0","0","3","0","0","140101"
"0","0","4","0","0","140101"
"0","1","6","0","1","140101"
"0","1","4","0","1","140101"
"0","1","6","0","1","140101"
"0","1","6","1","1","140101"
"1","0","3","0","1","140101"
"0","1","3","0","1","140101"
"0","1","1","0","0","140101"
"0","1","5","0","0","140105"
"0","0","3","0","1","140105"
"1","1","4","0","0","140105"
"0","1","4","0","1","140105"
"1","0","3","0","0","140105"
"0","1","4","1","1","140105"
"0","0","4","0","0","140101"
"0","1","3","0","0","140101"
"0","1","4","1","1","140101"
"0","1","3","0","0","140101"
"0","0","3","1","0","140101"
"0","1","5","0","0","140101"
"0","1","5","1","0","140101"
"0","1","4","0","0","140101"
"0","0","5","0","0","140101"
"0","1","2","0","1","140101"
"0","1","5","1","1","140101"
"0","1","6","0","1","140101"
"0","0","4","0","0","140101"
"0","1","6","0","0","140101"
"0","1","4","0","1","140101"
"0","1","6","0","1","140101"
"0","1","4","0","1","140101"
"0","1","1","0","1","140101"
"0","0","1","1","0","140101"
"0","1","4","1","1","140101"
"0","1","4","1","0","140101"
"0","1","4","0","1","140101"
"0","1","5","0","1","140101"
"0","1","4","0","1","140101"
